author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Null,Model-Driven Software Development,Null,2005,Null,https://doi.org/10.1007/3-540-28554-7,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/BBG2005.html,Null,"Sami Beydeda, Matthias Book, Volker Gruhn",Null,Null,Null,978-3-540-25613-7,Null,Null,Null
Djamshid Tavangarian,Flagorientierte Assoziativspeicher und -prozessoren,Null,1990,Null,https://doi.org/10.1007/978-3-642-84171-2,Springer,Null,Null,Null,240,Null,Null,Null,Null,Null,Null,Null,Null,3-540-52487-8,Informatik-Fachberichte,Null,Null
Giorgio C. Buttazzo,"Hard Real-Time Computing Systems: Predictable Scheduling Algorithms and Applications, Third Edition.",Null,2011,1-521,https://doi.org/10.1007/978-1-4614-0676-1,Springer,Null,Null,Null,24,Null,Null,Null,Null,Null,Null,Null,Null,"978-1-4614-0675-4, 978-1-4614-0676-1",Real-Time Systems Series,Null,Null
Rudi Studer,Konzepte für eine verteilte wissensbasierte Softwareproduktionsumgebung,Null,1987,Null,https://doi.org/10.1007/978-3-642-71658-4,Springer,Null,Null,Null,132,Null,Null,Null,Null,Null,Null,Null,Null,3-540-17215-7,Informatik-Fachberichte,Null,Null
"Andreas Kohne, Volker Wehmeier",Hackathons - From Idea to Successful Implementation,Null,2020,1-102,https://doi.org/10.1007/978-3-030-58839-7,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-58838-0,Null,Null,Null
"Marcos Quiñones-Grueiro, Orestes Llanes-Santiago, Antônio José da Silva Neto",Monitoring Multimode Continuous Processes - A Data-Driven Approach,Null,2021,1-153,https://doi.org/10.1007/978-3-030-54738-7,Springer,Null,Null,Null,309,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-54737-0,Null,Null,Null
Clemens Pechstein,Finite and Boundary Element Tearing and Interconnecting Solvers for Multiscale Problems.,Null,2013,1-281,https://doi.org/10.1007/978-3-642-23588-7,Springer,Null,Null,Null,90,Null,Null,Null,Null,Null,Null,Null,Null,978-3-642-23587-0,Lecture Notes in Computational Science and Engineering,Null,Null
Krassimir T. Atanassov,Intuitionistic Fuzzy Sets - Theory and Applications,Null,1999,1-324,https://doi.org/10.1007/978-3-7908-1870-3,Physica-Verlag,Null,Null,Null,35,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-7908-2463-6, 978-3-7908-1870-3",Studies in Fuzziness and Soft Computing,Null,Null
"David Zhang 0001, Fangmei Chen, Yong Xu 0001",Computer Models for Facial Beauty Analysis,Null,2016,3-263,"https://doi.org/10.1007/978-3-319-32598-9, https://www.wikidata.org/entity/Q57808850",Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-32596-5, 978-3-319-32598-9",Null,Null,Null
Null,Web Services Foundations,Null,2014,Null,https://doi.org/10.1007/978-1-4614-7518-7,Springer,Web Services Foundations,Null,Null,Null,Null,Null,db/books/collections/wsf2014.html,Null,"Athman Bouguettaya, Quan Z. Sheng, Florian Daniel",Null,Null,Null,"978-1-4614-7517-0, 978-1-4614-7518-7",Null,Null,Null
"Samuel Kounev, Klaus-Dieter Lange, Jóakim von Kistowski",Systems Benchmarking - For Scientists and Engineers,Null,2020,1-421,https://doi.org/10.1007/978-3-030-41705-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-41704-8,Null,Null,Null
Patrick Lambrix,Part-Whole Reasoning in an Object-Centered Framework,Null,2000,Null,"https://doi.org/10.1007/3-540-46440-9, https://www.wikidata.org/entity/Q58047639",Springer,Null,Null,Null,1771,Null,Null,Null,Null,Null,Null,Null,Null,3-540-67225-7,Lecture Notes in Computer Science,Null,Null
"Zhongliang Jing, Han Pan, Yuankai Li, Peng Dong 0001","Non-Cooperative Target Tracking, Fusion and Control - Algorithms and Advances",Null,2018,3-329,https://doi.org/10.1007/978-3-319-90716-1,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-90715-4,Null,Null,Null
"Matthias Weber 0001, Martin Simons 0001, Christine Lafontaine",The Generic Development Language Deva: Presentation and Case Studies,Null,1993,Null,https://doi.org/10.1007/3-540-57335-6,Springer,Null,Null,Null,738,Null,Null,Null,Null,Null,Null,Null,Null,3-540-57335-6,Lecture Notes in Computer Science,Null,Null
"John Longley, Dag Normann",Higher-Order Computability,Null,2015,3-546,https://doi.org/10.1007/978-3-662-47992-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-662-47991-9, 978-3-662-47992-6",Theory and Applications of Computability,Null,Null
"Pernille Bjørn, María Menéndez-Blanco, Valeria Borsotti",Diversity in Computer Science - Design Artefacts for Equity and Inclusion,Null,2023,1-110,https://doi.org/10.1007/978-3-031-13314-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-031-13313-8,Null,Null,Null
Alexander E. Gegov,Complexity Management in Fuzzy Systems - A Rule Base Compression Approach,Null,2007,1-344,https://doi.org/10.1007/978-3-540-38885-2,Springer,Null,Null,Null,211,Null,Null,db/series/sfsc/index.html#Gegov07,Null,Null,Null,Null,Null,978-3-540-38883-8,Studies in Fuzziness and Soft Computing,Null,Null
Null,Spatial Temporal Patterns for Action-Oriented Perception in Roving Robots,Null,2009,Null,https://doi.org/10.1007/978-3-540-88464-4,Springer,Null,Null,Null,1,Null,Null,db/books/collections/AP2009.html,Null,"Paolo Arena, Luca Patanè",Null,Null,Null,"978-3-540-88463-7, 978-3-540-88464-4",Cognitive Systems Monographs,Null,Null
"Michael J. C. Gordon, Robin Milner, Christopher P. Wadsworth",Edinburgh LCF,Null,1979,Null,"https://doi.org/10.1007/3-540-09724-4, https://www.wikidata.org/entity/Q56142439",Springer,Null,Null,Null,78,Null,Null,Null,Null,Null,Null,Null,Null,3-540-09724-4,Lecture Notes in Computer Science,Null,Null
James J. Kistler,Disconnected Operation in a Distributed File System,"University of Pittsburgh, PA, USA",1995,Null,"https://doi.org/10.1007/3-540-60627-0, https://d-nb.info/946190631, https://www.wikidata.org/entity/Q61645449",Springer,Null,Null,Null,1002,Null,Null,Null,Null,Null,Null,Null,Null,3-540-60627-0,Lecture Notes in Computer Science,Null,Null
"Wenwu Zhu 0001, Xin Wang 0019",Automated Machine Learning and Meta-Learning for Multimedia,Null,2021,1-224,https://doi.org/10.1007/978-3-030-88132-0,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-88131-3,Null,Null,Null
Mark Levene,The Nested Universal Relation Database Model,"University of London, UK",1992,1-177,"https://doi.org/10.1007/3-540-55493-9, https://d-nb.info/920645194",Springer,Null,Null,Null,595,Null,Null,Null,Null,Null,Null,Null,Null,3-540-55493-9,Lecture Notes in Computer Science,Null,Null
Paul Klint,A Study in String Processing Languages,"Eindhoven University of Technology, The Netherlands",1985,1-165,"https://doi.org/10.1007/3-540-16041-8, https://d-nb.info/850957435",Springer,Null,Null,Null,205,Null,Null,Null,Null,Null,Null,Null,Null,3-540-16041-8,Lecture Notes in Computer Science,Null,Null
Null,Foundations of Biomedical Knowledge Representation - Methods and Applications,Null,2015,Null,https://doi.org/10.1007/978-3-319-28007-3,Springer,Foundations of Biomedical Knowledge Representation,Null,Null,9521,Null,Null,db/books/collections/HL2015.html,Null,"Arjen Hommersom, Peter J. F. Lucas",Null,Null,Null,978-3-319-28006-6,Lecture Notes in Computer Science,Null,Null
R. M. R. Lewis,A Guide to Graph Colouring - Algorithms and Applications,Null,2016,1-253,https://doi.org/10.1007/978-3-319-25730-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-25728-0,Null,Null,Null
"Schahram Dustdar, Harald C. Gall, Manfred Hauswirth","Software-Architekturen für verteilte Systeme - Prinzipien, Bausteine und Standardarchitekturen für moderne Software.",Null,2003,"i-x, 1-264","https://doi.org/10.1007/978-3-642-55599-2, http://lsirpeople.epfl.ch/hauswirth/SA-VS/, https://www.wikidata.org/entity/Q60486033",Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-642-62769-9, 978-3-642-55599-2",Xpert.press,Null,Null
"Chuan Zhang 0003, Tong Wu 0011, Youqi Li, Liehuang Zhu",Privacy-Preserving in Mobile Crowdsensing,Null,2023,3-197,https://doi.org/10.1007/978-981-19-8315-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-981-19-8314-6,Null,Null,Null
Christofer F. Daiberl,Driving Networked Service Productivity,Null,2020,3-219,https://doi.org/10.1007/978-3-658-29580-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-658-29579-0,Markt- und Unternehmensentwicklung / Markets and Organisations,Null,Null
Null,Das ist Informatik,Null,2001,Null,https://doi.org/10.1007/978-3-642-56774-2,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/informatik2001.html,Null,Jörg Desel,Null,Null,Null,3-540-41091-0,Null,Null,Null
"Rafik A. Aliev, Babek Guirimov",Type-2 Fuzzy Neural Networks and Their Applications,Null,2014,1-185,https://doi.org/10.1007/978-3-319-09072-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-09071-9, 978-3-319-09072-6",Null,Null,Null
"Xinyu Li 0001, Liang Gao 0001",Effective Methods for Integrated Process Planning and Scheduling,Null,2020,1-462,https://doi.org/10.1007/978-3-662-55305-3,Springer,Null,Null,Null,2,Null,Null,Null,Null,Null,Null,Null,Null,978-3-662-55303-9,Null,Null,Null
Tobias Brandt,"IT Solutions for the Smart Grid - Theory, Application, and Economic Assessment","University of Freiburg, Freiburg im Breisgau, Germany",2016,1-185,"https://doi.org/10.1007/978-3-658-12415-1, https://d-nb.info/1079342532",Springer Vieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-658-12414-4, 978-3-658-12415-1",Null,Null,Null
Mihoko Otake,Electroactive Polymer Gel Robots - Modelling and Control of Artifical Muscles,Null,2010,1-216,https://doi.org/10.1007/978-3-540-44705-4,Springer,Null,Null,Null,59,Null,Null,db/series/star/index.html#Otake10,Null,Null,Null,Null,Null,978-3-540-23955-0,Springer Tracts in Advanced Robotics,Null,Null
Olaf Musch,Design Patterns with Java - An Introduction,Null,2023,1-342,https://doi.org/10.1007/978-3-658-39829-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-658-39828-6,Null,Null,Null
Andrew T. Duchowski,"Eye Tracking Methodology - Theory and Practice, Third Edition",Null,2017,1-366,https://doi.org/10.1007/978-3-319-57883-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-57881-1,Null,Null,Null
Iain Gray,Snake Charming - The Musical Python,Null,2017,3-116,https://doi.org/10.1007/978-3-319-60660-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-60659-0,Null,Null,Null
"Victoria Kosa, Vadim Ermolayev","Terminology Saturation - Detection, Measurement and Use",Null,2022,1-177,https://doi.org/10.1007/978-981-16-8630-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-981-16-8629-0,Null,Null,Null
Null,"Computational Conflicts, Conflict Modeling for Distributed Intelligent Systems",Null,2000,Null,https://doi.org/10.1007/978-3-642-56980-7,Springer,Computational Conflicts,Null,Null,Null,Null,Null,db/books/collections/conflicts2000.html,Null,"Heinz Jürgen Müller, Rose Dieng",Null,Null,Null,"978-3-540-66799-5, 978-3-642-56980-7",Null,Null,Null
"Gleb Beliakov, Ana Pradera, Tomasa Calvo",Aggregation Functions: A Guide for Practitioners,Null,2007,1-304,https://doi.org/10.1007/978-3-540-73721-6,Springer,Null,Null,Null,221,Null,Null,db/series/sfsc/index.html#BeliakovPC07,Null,Null,Null,Null,Null,978-3-540-73720-9,Studies in Fuzziness and Soft Computing,Null,Null
"Janis Stirna, Anne Persson",Enterprise Modeling - Facilitating the Process and the People,Null,2018,1-203,"https://doi.org/10.1007/978-3-319-94857-7, https://www.wikidata.org/entity/Q59314353",Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-94856-0,Null,Null,Null
Null,Understanding Social Engineering Based Scams,Null,2016,Null,https://doi.org/10.1007/978-1-4939-6457-4,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/J2016.html,Null,Markus Jakobsson,Null,Null,Null,"978-1-4939-6455-0, 978-1-4939-6457-4",Null,Null,Null
Null,"Neural Networks and the Financial Markets - Predicting, Combining and Portfolio Optimisation",Null,2002,Null,https://doi.org/10.1007/978-1-4471-0151-2,Springer,Neural Networks and the Financial Markets,Null,Null,Null,Null,Null,db/books/collections/ST2002.html,Null,"Jimmy Shadbolt, John G. Taylor",Null,Null,Null,978-1-85233-531-1,Perspectives in Neural Computing,Null,Null
Null,Applications of Data Mining in Computer Security,Null,2002,Null,https://doi.org/10.1007/978-1-4615-0953-0,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/BJ2002.html,Null,"Daniel Barbará, Sushil Jajodia",Null,Null,Null,9781461353218,Advances in Information Security,Null,Null
Null,Estimation of Distribution Algorithms,Null,2002,Null,"https://doi.org/10.1007/978-1-4615-1539-5, https://www.wikidata.org/entity/Q62672258",Springer,Null,Null,Null,Null,Null,Null,db/books/collections/LL2002.html,Null,"Pedro Larrañaga, José Antonio Lozano",Null,Null,Null,978-1-4613-5604-2,Genetic Algorithms and Evolutionary Computation,Null,Null
Null,Diagrammatic Representation and Reasoning,Null,2002,Null,https://doi.org/10.1007/978-1-4471-0109-3,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/AMO2002.html,Null,"Michael Anderson 0001, Bernd Meyer 0001, Patrick Olivier",Null,Null,Null,978-1-85233-242-6,Null,Null,Null
Null,Collision-Based Computing,Null,2002,Null,https://doi.org/10.1007/978-1-4471-0129-1,Springer,Collision-Based Computing,Null,Null,Null,Null,Null,db/books/collections/A2002.html,Null,Andrew Adamatzky,Null,Null,Null,978-1-85233-540-3,Null,Null,Null
K. C. Wang,Systems Programming in Unix/Linux,Null,2018,1-452,https://doi.org/10.1007/978-3-319-92429-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-319-92428-1,Null,Null,Null
Roel J. Wieringa,Design Science Methodology for Information Systems and Software Engineering,Null,2014,3-317,https://doi.org/10.1007/978-3-662-43839-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-662-43838-1, 978-3-662-43839-8",Null,Null,Null
Christian Lexcellent,Artificial Intelligence versus Human Intelligence - Are Humans Going to Be Hacked?,Null,2019,1-70,https://doi.org/10.1007/978-3-030-21445-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-21443-2,Null,Null,Null
Jon Peddie,Ray Tracing: A Tool for All,Null,2019,1-358,https://doi.org/10.1007/978-3-030-17490-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-17489-7,Null,Null,Null
"Nitul Dutta, Hiren Kumar Deva Sarma, Rajendrasinh Jadeja, Krishna Delvadia, Gheorghita Ghinea",Information Centric Networks (ICN) - Architecture & Current Trends,Null,2021,1-194,https://doi.org/10.1007/978-3-030-46736-4,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-46735-7,Null,Null,Null
Philip R. Van Loocke,The Dynamics of Concepts - A Connectionist Model,Null,1994,Null,https://doi.org/10.1007/BFb0027534,Springer,Null,Null,Null,766,Null,Null,Null,Null,Null,Null,Null,Null,3-540-57647-9,Lecture Notes in Computer Science,Null,Null
Fu Cheng,"Build Mobile Apps with Ionic 2 and Firebase, Hybrid Mobile App Development",Null,2017,1-246,https://doi.org/10.1007/978-1-4842-2737-4,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-1-4842-2736-7, 978-1-4842-2737-4",Null,Null,Null
Null,"DIANA - An Intermediate Language for Ada, Revised Version",Null,1983,Null,https://doi.org/10.1007/3-540-12695-3,Springer,Null,Null,Null,161,Null,Null,Null,Null,"Gerhard Goos, William A. Wulf, Arthur Evans Jr., Kenneth J. Butler",Null,Null,Null,3-540-12695-3,Lecture Notes in Computer Science,Null,Null
Antônio Carlos da Rocha Costa,A Variational Basis for the Regulation and Structuration Mechanisms of Agent Societies,Null,2019,1-142,https://doi.org/10.1007/978-3-030-16335-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-16334-1,Null,Null,Null
John Krogstie,Quality in Business Process Modeling,Null,2016,1-250,https://doi.org/10.1007/978-3-319-42512-2,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-42510-8, 978-3-319-42512-2",Null,Null,Null
Null,Image and Video Encryption - From Digital Rights Management to Secured Personal Communication,Null,2005,1-161,https://doi.org/10.1007/b101495,Springer,Null,Null,Null,15,Null,Null,Null,Null,Null,Null,Null,Null,978-0-387-23402-1,Advances in Information Security,Null,Null
Pascal Hirmer,Model-Based Approaches to the Internet of Things,Null,2023,1-125,https://doi.org/10.1007/978-3-031-18884-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-031-18883-1,Null,Null,Null
"Xuzhu Wang, Da Ruan 0001, Etienne E. Kerre",Mathematics of Fuzziness - Basic Issues,Null,2009,1-205,https://doi.org/10.1007/978-3-540-78311-4,Springer,Null,Null,Null,245,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-78310-7,Studies in Fuzziness and Soft Computing,Null,Null
"Zili Zhang 0001, Chengqi Zhang",Agent-Based Hybrid Intelligent Systems: An Agent-Based Framework for Complex Problem Solving,Null,2004,Null,https://doi.org/10.1007/b95170,Springer,Null,Null,Null,2938,Null,Null,Null,Null,Null,Null,Null,Null,3-540-20908-5,Lecture Notes in Computer Science,Null,Null
Null,Complex Data Analytics with Formal Concept Analysis,Null,2022,Null,https://doi.org/10.1007/978-3-030-93278-7,Springer International Publishing,Complex Data Analytics with Formal Concept Analysis,Null,Null,Null,Null,Null,db/books/collections/missaoui2022.html,Null,"Rokia Missaoui, Léonard Kwuida, Talel Abdessalem",Null,Null,Null,978-3-030-93278-7,Null,Null,Null
"Prajna Kunche, N. Manikanthababu","Fractional Fourier Transform Techniques for Speech Enhancement - Studies in Speech Signal Processing, Natural Language Understanding, and Machine Learning",Null,2020,1-100,https://doi.org/10.1007/978-3-030-42746-7,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-42745-0,Null,Null,Null
Null,The Handbook of Formal Methods in Human-Computer Interaction.,Null,2017,Null,https://doi.org/10.1007/978-3-319-51838-1,Springer International Publishing,Null,Null,Null,Null,Null,Null,db/books/collections/WBDP2017.html,Null,"Benjamin Weyers, Judy Bowen, Alan J. Dix, Philippe A. Palanque",Null,Null,Null,"978-3-319-51837-4, 978-3-319-51838-1",Null,Null,Null
Diogo R. Ferreira,Enterprise Systems Integration - A Process-Oriented Approach,Null,2013,3-380,https://doi.org/10.1007/978-3-642-40796-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-642-40795-6,Null,Null,Null
"Yuchao Zhang, Ke Xu 0002",Network Management in Cloud and Edge Computing,Null,2020,1-138,https://doi.org/10.1007/978-981-15-0138-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-981-15-0137-1,Null,Null,Null
